,movieId,imdbId,tmdbId
160,189,114241,58372
161,190,114323,32646
162,191,114345,10533
163,193,114436,10802
164,194,114478,10149
165,195,114496,18402
166,196,114508,9348
167,198,114558,281
168,199,58450,5967
169,201,114663,47939
170,202,114702,36834
171,203,114682,9090
172,204,114781,3512
173,205,114798,52856
174,206,114805,77350
175,207,114887,9560
176,208,114898,9804
177,209,114928,31611
178,210,114938,65796
179,211,109340,49805
180,212,112602,26258
181,213,111579,50797
182,214,110882,19155
183,215,112471,76
184,216,112508,11017
185,217,112438,37141
186,218,112571,9382
187,219,112757,6715
188,220,112643,18256
189,222,112679,22625
190,223,109445,2292
191,224,112883,1909
192,225,109635,8984
193,227,109676,4954
194,228,112854,62488
195,229,109579,10531
196,230,109642,11929
197,231,109686,8467
198,232,111797,10451
199,233,109759,20156
200,234,109758,18395
201,235,109707,522
202,236,113117,397
203,237,113097,10525
204,238,113028,27985
205,239,113198,15789
206,240,113303,27303
207,241,113089,21183
208,242,109771,10954
209,243,113199,47867
210,246,110057,14275
211,247,110005,1024
212,248,110066,17207
213,249,110116,13701
214,250,110006,14819
215,251,113360,32631
216,252,110099,11777
217,253,110148,628
218,254,113463,87729
219,255,110189,18713
220,256,110216,6280
221,257,113501,9061
222,258,113538,37108
223,259,113552,6071
224,260,76759,11
225,261,110367,9587
226,262,113670,19101
227,263,110296,49980
228,265,103994,18183
229,266,110322,4476
230,267,110443,11008
231,269,107566,32325
232,270,110391,43742
233,271,113691,28313
234,272,110428,11318
235,273,109836,3036
236,274,113755,40490
237,275,110538,24070
238,276,110516,8986
239,277,110527,10510
240,278,113808,17402
241,279,113896,38722
242,280,113870,8438
243,281,110684,11593
244,282,110638,1945
245,283,113967,39310
246,284,117169,109560
247,285,106402,56428
248,287,110671,131957
249,288,110632,241
250,289,110737,9058
251,290,110729,527
252,291,114151,18220
253,292,114069,6950
254,293,110413,101
255,294,114113,63020
256,295,114210,2307
257,296,110912,680
258,298,105652,25296
259,299,110889,40156
260,300,110932,11450
261,301,114129,30304
262,302,110963,10452
263,303,114214,12106
264,304,114296,161495
265,305,110907,3586
266,306,111495,110
267,307,108394,108
268,308,111507,109
269,310,114268,36357
270,311,110965,92769
271,312,114571,28033
272,313,111333,22586
273,314,111112,14334
274,315,111255,2636
275,316,111282,2164
276,317,111070,11395
277,318,111161,278
278,319,111149,9905
279,320,108260,87078
280,321,106966,12527
281,322,114594,20306
282,324,111309,36614
283,325,113936,27993
284,326,110081,31439
285,327,114614,9067
286,328,114608,9059
287,329,111280,193
288,330,114609,25066
289,331,111454,46797
290,332,114852,12122
291,333,114694,11381
292,334,111590,32636
293,335,114788,36141
294,336,114888,95963
295,337,108550,1587
296,338,114857,9271
297,339,114924,2064
298,340,111667,19855
299,341,109655,60855
300,342,110598,236
301,343,112435,48287
302,344,109040,3049
303,345,109045,2759
304,346,106339,12635
305,347,104779,10497
306,348,109348,11382
307,349,109444,9331
308,350,109446,10731
309,351,109484,10464
310,352,109504,34152
311,353,109506,9495
312,354,109450,29973
313,355,109813,888
314,356,109830,13
315,357,109831,712
316,358,113305,16295
317,359,110091,48992
318,360,110093,10879
319,361,110167,10660
320,362,110213,10714
321,363,107472,41647
322,364,110357,8587
323,365,107426,1689
324,366,111686,11596
325,367,110475,854
326,368,110478,9359
327,369,110588,23333
328,370,110622,36593
329,371,110771,12280
330,372,110950,2788
331,373,105226,10427
332,374,110989,11011
333,376,110997,8987
334,377,111257,1637
335,378,111256,15128
336,379,111438,8831
337,380,111503,36955
338,381,111693,10449
339,382,111742,10395
340,383,111756,12160
341,384,112443,40480
342,385,110455,52038
343,386,111048,29444
344,387,110399,26352
345,388,112570,39953
346,389,109454,41580
347,390,59170,315
348,391,110186,22067
349,393,111301,11667
350,405,110027,8011
351,406,109785,171857
352,407,113409,2654
353,408,109021,18069
354,409,109035,19092
355,410,106220,2758
356,412,106226,10436
357,413,109068,13595
358,414,109067,46094
359,415,106292,9409
360,416,109198,11853
361,417,109219,16771
362,418,106379,46924
363,419,106400,11041
364,420,109254,306
365,421,109279,14522
366,422,109297,26203
367,423,109303,178
368,424,109305,19819
369,425,109306,57834
370,426,106452,4722
371,427,106471,18215
372,428,106489,1607
373,429,109361,26391
374,430,106505,117553
375,431,106519,6075
376,432,109439,11310
377,433,109443,18658
378,434,106582,9350
379,435,106598,9612
380,436,109456,2124
381,437,109480,26261
382,438,109493,19176
383,440,106673,11566
384,441,106677,9571
385,442,106697,9739
386,444,106834,34444
387,445,106873,26141
388,446,106332,10997
389,448,106881,10443
390,449,106880,20239
391,450,111732,16297
392,451,106926,18551
393,452,111712,25440
394,453,106941,9024
395,454,106918,37233
396,455,106965,1634
397,456,109842,13815
398,457,106977,5503
399,458,107004,35588
400,459,109890,2087
401,460,109891,41579
402,461,109913,18620
403,464,107076,2019
404,466,107144,9255
405,467,113674,26271
406,468,112966,10612
407,469,107151,2259
408,470,110064,16097
409,471,110074,11934
410,472,110097,106143
411,473,110123,12475
412,474,107206,9386
413,475,107207,7984
414,476,110137,59930
415,477,108551,15765
416,478,110197,31643
417,479,107286,6
418,480,107290,329
419,481,107302,10909
420,482,110265,507
421,484,110305,29918
422,485,107362,9593
423,486,107413,42580
424,487,110353,22317
425,488,107468,1413
426,489,107478,12121
427,490,107497,2246
428,491,107501,10502
429,492,107507,10440
430,493,107554,9516
431,494,116253,2320
432,495,74102,5879
433,496,111689,83718
434,497,107616,11971
435,499,107613,31911
436,500,107614,788
437,501,107653,21450
438,502,110657,11231
439,504,110678,10447
440,505,110687,31586
441,506,107756,9300
442,507,107808,9559
443,508,107818,9800
444,509,107822,713
445,510,107840,8291
446,511,107889,18133
447,512,111003,25557
448,513,110939,22588
449,514,110955,10872
450,515,107943,1245
451,516,110971,11858
452,517,107969,7007
453,518,111001,10467
454,519,107978,5550
455,520,107977,8005
456,521,107983,2088
457,522,105275,10412
458,523,108000,47889
459,524,108002,14534
460,526,105032,41878
461,527,108052,424
462,528,111094,35233
463,529,108065,14291
464,531,108071,11236
465,532,111127,11592
466,533,111143,8850
467,534,108101,10445
468,535,108122,695
469,536,111194,43535
470,537,111201,12519
471,538,108149,23210
472,539,108160,858
473,540,108162,867
474,541,83658,78
475,542,108186,13203
476,543,108174,10442
477,544,108238,11074
478,546,108255,9607
479,547,111323,17585
480,548,111400,9057
481,549,108328,20967
482,550,111418,10635
483,551,107688,9479
484,552,108333,10057
485,553,108358,11969
486,555,108399,319
487,556,108515,26408
488,558,110763,15139
489,562,114906,11446
490,563,107002,51980
491,564,109403,24405
492,567,107315,8223
493,568,106408,14587
494,569,110363,31504
495,573,107225,23637
496,574,111252,17600
497,575,110366,10897
498,577,109120,21352
499,579,108059,68806
500,580,110892,37345
501,581,112651,32562
502,583,109382,25403
503,585,112572,9066
504,586,99785,771
505,587,99653,251
506,588,103639,812
507,589,103064,280
508,590,99348,581
509,592,96895,268
510,593,102926,274
511,594,29583,408
512,595,101414,10020
513,596,32910,10895
514,597,100405,114
515,599,65214,576
516,600,110395,15477
517,602,109934,124472
518,605,117247,7300
519,606,112625,10824
520,608,116282,275
521,609,116552,25059
522,610,82509,11827
523,611,116514,8766
524,612,117283,23570
525,613,116684,47333
526,615,70506,51242
527,616,65421,10112
528,617,113083,4307
529,618,118001,46029
530,619,116165,32308
531,626,117891,28121
532,627,113613,12520
533,628,117381,1592
534,631,115509,19042
535,632,114671,38884
536,633,112844,47449
537,634,114658,36259
538,635,116275,41852
539,636,113122,40926
540,637,117608,9099
541,638,113448,2021
542,639,116414,61752
543,640,116095,10988
544,645,113947,12652
545,647,115956,10684
546,648,117060,954
547,649,109028,68445
548,650,117071,18989
549,653,116136,8840
550,656,116168,11107
551,661,116683,10539
552,662,116287,10543
553,663,116768,18414
554,665,114787,11902
555,667,112536,25087
556,668,48473,5801
557,670,52572,896
558,671,117128,3065
559,673,117705,2300
560,674,62711,8069
561,678,108181,27768
562,679,114307,221917
563,680,58898,8072
564,685,113443,33245
565,688,114048,27281
566,691,117104,40001
567,692,117688,29621
568,694,117774,20762
569,695,114736,37144
570,697,116289,12656
571,698,109593,38867
572,700,112368,25969
573,703,115742,43634
574,704,117420,9103
575,706,117784,29649
576,707,117107,10990
577,708,117979,8866
578,709,95776,12233
579,710,115851,23449
580,711,116322,36355
581,714,112817,922
582,715,113362,11876
583,718,108500,11687
584,719,117108,9304
585,720,118114,503475
586,722,113270,73183
587,724,115963,9100
588,725,116448,20759
589,726,116827,46063
590,728,112701,32513
591,731,116508,36915
592,733,117500,9802
593,735,109592,21588
594,736,117998,664
595,737,115624,11867
596,741,113568,9323
597,742,117894,10280
598,743,117723,10535
599,745,112691,532
600,747,117768,16299
601,748,115571,10547
602,750,57012,935
603,757,109688,40751
604,759,110480,85778
605,760,108211,11101
606,761,117331,9826
607,762,117765,9879
608,764,113280,22621
609,765,116669,7095
610,766,116594,26890
611,773,70820,77771
612,775,63715,41225
613,778,117951,627
614,779,118523,32872
615,780,116629,602
616,781,117737,14553
617,782,116277,9566
618,783,116583,10545
619,784,115798,9894
620,785,116778,11543
621,786,116213,9268
622,788,117218,9327
623,790,111546,81949
625,795,111237,44535
626,798,116040,11228
627,799,116365,10779
628,800,116905,26748
629,801,116493,38223
630,802,117333,9294
631,803,118113,49963
632,804,117628,11363
633,805,117913,1645
634,806,115530,31546
635,808,115493,36344
636,809,116320,18550
637,810,116756,11511
638,813,116823,34170
639,818,118073,12606
640,823,61495,4837
641,824,110246,12632
642,828,115472,18975
643,829,116707,11962
644,830,116313,2925
645,832,117438,3595
646,833,116531,9308
647,835,116353,18555
648,836,115857,12123
649,837,117008,10830
650,838,116191,3573
651,839,115986,10546
652,840,116571,18862
653,841,53459,31417
654,842,117826,9431
655,848,117718,47907
656,849,116225,10061
657,851,115632,549
658,852,117918,10478
659,858,68646,238
660,861,104558,11134
661,866,115736,9303
662,867,115836,23945
663,869,116745,22479
664,870,119214,9054
665,875,110693,410921
666,876,106544,38955
667,879,120004,11015
668,880,116654,9306
669,881,116311,12559
670,882,117965,58770
671,885,115725,3587
672,886,115783,10723
673,888,113596,19004
674,889,109001,101230
675,891,113253,10987
676,892,117991,44705
677,893,117093,20318
678,896,111019,26933
679,897,35896,27854
680,898,32904,981
681,899,45152,872
682,900,43278,2769
683,901,50419,13320
684,902,54698,164
685,903,52357,426
686,904,47396,567
687,905,25316,3078
688,906,36855,13528
689,907,25164,28288
690,908,53125,213
691,909,53604,284
692,910,53291,239
693,911,56923,4808
694,912,34583,289
695,913,33870,963
696,914,58385,11113
697,915,47437,6620
698,916,46250,804
699,917,31580,26531
700,918,37059,909
701,919,32138,630
702,920,31381,770
703,921,84370,31044
704,922,43014,599
705,923,33467,15
706,924,62622,62
707,926,42192,705
708,927,32143,22490
709,928,32976,223
710,929,32484,25670
711,930,38787,303
712,931,38109,4174
713,932,50105,8356
714,933,48728,381
715,934,42451,20758
716,935,45537,29376
717,936,31725,1859
718,937,50658,18299
719,938,51658,17281
720,940,29843,10907
721,941,32762,32093
722,942,37008,1939
723,943,39420,22292
724,944,29162,3598
725,945,27125,3080
726,946,35446,198
727,947,28010,13562
728,948,49261,1712
729,949,48028,220
730,950,25878,3529
731,951,32599,3085
732,952,48960,2897
733,953,38650,1585
734,954,31679,3083
735,955,29947,900
736,956,34012,43795
737,959,25586,43905
738,961,27893,23114
739,963,41509,40206
740,965,26029,260
741,968,63350,10331
742,969,43265,488
743,970,46414,22733
744,971,51459,261
745,973,33891,32574
746,976,22879,22649
747,979,114007,125587
748,981,118927,52855
749,982,48491,39940
750,984,117357,85328
751,986,116329,11076
752,987,118742,63945
753,988,116442,58985
754,990,117011,10861
755,991,117039,1770
756,993,116635,2033
757,994,115678,18203
758,996,116830,9333
759,998,117603,9400
760,999,115438,9401
761,1003,116259,11306
762,1004,116421,9625
763,1005,116000,10680
764,1006,115862,6346
765,1007,72653,18660
766,1008,47977,35115
767,1009,72951,14821
768,1010,64603,14136
769,1011,71607,10869
770,1012,50798,22660
771,1013,55277,19186
772,1014,54195,31102
773,1015,107131,6878
774,1016,53271,15944
775,1017,54357,18444
776,1018,59793,20723
777,1019,46672,173
778,1020,106611,864
779,1021,109127,24795
780,1022,42332,11224
781,1023,63819,81310
782,1024,38166,15947
783,1025,57546,9078
784,1027,102798,8367
785,1028,58331,433
786,1029,33563,11360
787,1030,76538,11114
788,1031,66817,12335
789,1032,43274,12092
790,1033,82406,10948
791,1034,116361,11229
792,1035,59742,15121
793,1036,95016,562
794,1037,104692,10163
795,1040,117582,47199
796,1041,117589,11159
797,1042,117887,9591
798,1043,117924,30500
799,1046,115640,10938
800,1047,116908,11412
801,1049,116409,10586
802,1050,116913,42314
803,1051,117958,27845
804,1053,117202,23223
805,1054,116404,49471
806,1055,120107,38153
807,1056,116722,25147
808,1057,116242,9716
809,1059,117509,454
810,1060,117802,10218
811,1061,117665,819
812,1064,115491,11238
813,1066,29546,31530
814,1068,39286,28120
815,1073,67992,252
816,1076,55018,16372
817,1077,70707,11561
818,1078,66808,11302
819,1079,95159,623
820,1080,79470,583
821,1081,84865,12614
822,1082,68334,21711
823,1083,59243,11575
824,1084,61418,475
825,1085,52027,11331
826,1086,46912,521
827,1088,92890,88
828,1089,105236,500
829,1090,91763,792
830,1091,98627,8491
831,1092,103772,402
832,1093,101761,10537
833,1094,104036,11386
834,1095,104348,9504
835,1096,84707,15764
836,1097,83866,601
837,1099,29992,25842
838,1100,99371,2119
839,1101,92099,744
840,1103,48545,221
841,1104,44081,702
842,1105,115885,25750
844,1111,117040,9305
845,1112,117284,37616
846,1114,116378,21612
847,1116,113057,102461
848,1117,116581,36998
849,1119,112907,116844
850,1120,117318,1630
851,1121,116422,26626
852,1123,117320,124837
853,1124,82846,11816
854,1125,72081,11843
855,1126,101775,10379
856,1127,96754,2756
857,1128,80749,790
858,1129,82340,1103
859,1130,82533,11298
860,1131,91288,4480
861,1132,91480,4481
862,1135,81375,10765
863,1136,71853,762
864,1137,116587,44497
865,1140,116212,99479
866,1144,116886,124829
867,1147,118147,10548
868,1148,108598,531
869,1150,84589,4483
870,1151,109781,18919
871,1156,34493,61461
872,1161,78875,659
873,1162,69198,30892
874,1163,110521,86369
875,1167,116059,38554
876,1170,112483,36555
877,1171,103850,10608
878,1172,95765,11216
879,1173,97108,7452
880,1175,101700,892
881,1176,101765,1600
882,1177,101811,26561
883,1178,50825,975
884,1179,99703,18129
885,1180,102014,54405
886,1183,116209,409
887,1184,102426,38251
888,1185,97937,10161
889,1186,98724,1412
890,1187,105107,41768
891,1188,105488,10409
892,1189,96257,14285
893,1190,101026,2469
894,1191,102370,10174
895,1192,100332,31225
896,1193,73486,510
897,1194,78446,11455
898,1196,80684,1891
899,1197,93779,2493
900,1198,82971,85
901,1199,88846,68
902,1200,90605,679
903,1201,60196,429
904,1202,94336,13446
905,1203,50083,389
906,1204,56172,947
907,1206,66921,185
908,1207,56592,595
909,1208,78788,28
910,1209,64116,335
911,1210,86190,1892
912,1211,93191,144
913,1212,41959,1092
914,1213,99685,769
915,1214,78748,348
916,1215,106308,766
917,1216,95250,175
918,1217,89881,11645
919,1218,97202,10835
920,1219,54215,539
921,1220,80455,525
922,1221,71562,240
923,1222,93058,600
924,1223,104361,530
925,1224,97499,10705
926,1225,86879,279
927,1226,45061,3109
928,1227,87843,311
929,1228,81398,1578
930,1230,75686,703
931,1231,86197,9549
932,1232,79944,1398
933,1233,82096,387
934,1234,70735,9277
935,1235,67185,343
936,1236,103130,37291
937,1237,50976,490
938,1238,85859,11235
939,1240,88247,218
940,1241,103873,763
941,1242,97441,9665
942,1243,100519,18971
943,1244,79522,696
944,1245,100150,379
945,1246,97165,207
946,1247,61722,37247
947,1248,52311,1480
948,1249,100263,9322
949,1250,50212,826
950,1251,56801,422
951,1252,71315,829
952,1253,43456,828
953,1254,40897,3090
954,1255,92610,9964
955,1256,23969,3063
956,1257,88794,13667
957,1258,81505,694
958,1259,92005,235
959,1260,22100,832
960,1261,92991,765
961,1262,57115,5925
962,1263,77416,11778
963,1264,82269,4485
964,1265,107048,137
965,1266,105695,33
966,1267,56218,982
967,1268,100436,8428
968,1269,36613,212
969,1270,88763,105
970,1271,101921,1633
971,1272,66206,11202
972,1273,90967,1554
973,1274,94625,149
974,1275,91203,8009
975,1276,61512,903
976,1277,99334,11673
977,1278,72431,3034
978,1279,102536,339
979,1280,101640,10404
980,1281,32553,914
981,1282,32455,756
982,1283,44706,288
983,1284,38355,910
984,1285,97493,2640
985,1286,81534,16633
986,1287,52618,665
987,1288,88258,11031
988,1289,85809,11314
989,1290,94006,15143
990,1291,97576,89
991,1292,78841,10322
992,1293,83987,783
993,1295,96332,10644
994,1296,91867,11257
995,1297,89886,14370
996,1298,84503,12104
997,1299,87553,625
998,1300,89606,8816
999,1301,49223,830
1000,1302,97351,2323
1001,1303,73341,983
1002,1304,64115,642
1003,1305,87884,655
1004,1306,101458,10341
1005,1307,98635,639
1006,1310,116589,30180
1007,1312,116293,41801
1008,1318,112537,18762
1009,1320,103644,8077
1010,1321,82010,814
1011,1322,103678,41671
1012,1323,85159,27214
1013,1324,115535,52263
1014,1325,106262,33519
1015,1326,83550,16235
1016,1327,78767,11449
1017,1328,99030,41848
1018,1329,71233,25944
1019,1330,90655,24913
1020,1331,75704,49126
1021,1332,92632,32076
1022,1333,56869,571
1023,1334,51418,8851
1024,1335,82083,37843
1025,1336,101492,32146
1026,1337,37549,30346
1027,1339,103874,6114
1028,1340,26138,229
1029,1341,74258,13549
1030,1342,103919,9529
1031,1343,101540,1598
1032,1344,55824,11349
1033,1345,74285,7340
1034,1346,83722,6217
1035,1347,87800,377
1036,1348,13442,653
1037,1349,91651,28198
1038,1350,75005,794
1039,1351,115710,31640
1040,1352,115495,8744
1041,1353,117057,25189
1042,1354,115751,145
1043,1355,119791,2212
1044,1356,117731,199
1045,1357,117631,7863
1046,1358,117666,12498
1047,1359,116705,9279
1048,1361,117293,17204
1049,1363,117372,21539
1050,1365,117477,12709
1051,1366,115988,20539
1052,1367,115433,11674
1053,1370,99423,1573
1054,1371,79945,152
1055,1372,102975,174
1056,1373,98382,172
1057,1374,84726,154
1058,1375,88170,157
1059,1376,92007,168
1060,1377,103776,364
1061,1378,96487,11967
1062,1379,100994,9086
1063,1380,77631,621
1064,1381,84021,9037
1065,1382,100114,10173
1066,1385,105690,8845
1067,1387,73195,578
1068,1388,77766,579
1069,1389,85750,17692
1070,1390,117119,17795
1071,1391,116996,75
1072,1392,115906,13891
1073,1393,116695,9390
1074,1394,93822,378
1075,1395,94155,10896
1076,1396,105435,2322
1077,1397,115633,41240
1078,1398,116621,26949
1079,1399,116999,9819
1080,1401,116410,31908
1081,1405,115641,3179
1082,1406,112769,1802
1083,1407,117571,4232
1084,1408,104691,9361
1085,1409,117038,2928
1086,1411,116477,10549
1087,1412,117690,58102
1088,1413,118163,18451
1089,1414,117091,27265
1090,1415,118100,49935
1091,1416,116250,8818
1092,1417,117364,36758
1093,1419,67959,36040
1094,1422,119731,9415
1095,1423,116506,55146
1096,1425,119115,12145
1097,1426,120550,42424
1098,1427,120390,34314
1099,1428,112362,2892
1100,1429,116704,9404
1101,1430,120414,85242
1102,1431,118708,9622
1103,1432,119664,8860
1104,1437,106535,14832
1105,1438,118928,9619
1106,1439,119644,40506
1107,1440,106266,31000
1108,1441,106387,4104
1109,1442,119937,26306
1110,1445,119640,14908
1111,1446,116790,784
1112,1447,119225,12489
1113,1449,118111,16448
1114,1453,118691,17894
1115,1454,120238,28059
1116,1456,119887,17949
1117,1457,119141,1968
1118,1458,120357,61563
1119,1459,118548,66
1120,1460,120317,20735
1121,1461,120434,11419
1122,1464,116922,638
1123,1465,120036,25624
1124,1466,119008,9366
1125,1468,118750,21915
1126,1473,118702,19952
1127,1474,119432,9446
1128,1475,116743,28005
1129,1476,119951,9403
1130,1477,119572,27322
1131,1479,120053,10003
1132,1480,120152,9311
1133,1483,115964,884
1134,1484,116041,49806
1135,1485,119528,1624
1136,1487,120094,16052
1137,1488,118972,4477
1138,1489,118829,24662
1139,1490,118663,18423
1140,1493,116931,76996
1141,1495,120389,6499
1142,1496,118623,50512
1143,1497,119013,9405
1144,1498,119381,12723
1145,1499,118615,9360
1146,1500,119229,9434
1147,1502,116783,21626
1148,1503,118541,13982
1149,1507,119859,77223
1150,1513,120032,9611
1151,1514,116295,47694
1152,1515,120461,10357
1153,1516,115886,9977
1154,1517,118655,816
1155,1518,118771,2163
1156,1519,115760,124680
1157,1526,119109,12499
1158,1527,119116,18
1159,1529,119809,1811
1160,1533,117398,105045
1161,1537,117615,11239
1162,1541,118556,2058
1163,1542,115744,9450
1164,1544,119567,330
1165,1545,117359,38523
1166,1546,117561,16375
1167,1547,120118,33660
1168,1549,114303,45671
1169,1550,120373,17770
1170,1551,118787,15170
1171,1552,118880,1701
1172,1554,114134,26422
1173,1556,120179,1639
1174,1562,118688,415
1175,1564,120034,65889
1176,1565,116502,11103
1177,1566,119282,11970
1178,1569,119738,8874
1179,1571,115856,11956
1180,1572,57345,266
1181,1573,119094,754
1182,1574,119098,37567
1183,1580,119654,607
1184,1581,119848,18080
1185,1582,120512,38225
1186,1583,120133,17834
1187,1584,118884,686
1188,1585,116930,65046
1189,1586,119173,4421
1190,1587,82198,9387
1191,1588,119190,10603
1192,1589,118887,2142
1193,1590,119081,8413
1194,1591,120177,10336
1195,1592,118570,20737
1196,1593,119896,9413
1197,1594,119361,14585
1198,1596,118818,49462
1199,1597,118883,8834
1200,1598,118966,9458
1201,1599,120207,8854
1202,1600,120112,38295
1203,1601,119311,22073
1204,1602,119509,37244
1205,1603,119675,4961
1206,1604,119695,9416
1207,1605,119086,26180
1208,1606,119484,17832
1209,1608,118571,9772
1210,1609,118531,6072
1211,1610,99810,1669
1212,1611,102494,468
1213,1612,119465,32519
1214,1613,120197,108401
1215,1614,119360,10806
1216,1615,119051,9433
1217,1616,119874,6623
1218,1617,119488,2118
1219,1619,120102,978
1220,1620,119468,9437
1221,1621,120169,29461
1222,1623,120524,10351
1223,1624,120323,66588
1224,1625,119174,2649
1225,1626,119123,14289
1226,1627,120399,10155
1227,1629,119632,20457
1228,1631,118647,18355
1229,1633,120402,55306
1230,1635,119349,68924
1231,1639,118842,2255
1232,1641,119164,9427
1233,1642,116631,172545
1234,1643,119280,17589
1235,1644,119345,3597
1236,1645,118971,1813
1237,1646,120029,36797
1238,1647,119906,12628
1239,1648,119324,33344
1240,1649,119107,25099
1241,1650,120481,45019
1242,1652,120539,62422
1243,1653,119177,782
1244,1654,119095,29911
1245,1655,119891,9827
1246,1656,120257,1959
1247,1658,119535,8067
1248,1659,119338,125052
1249,1660,119080,45153
1250,1661,119210,10871
1251,1662,118900,14398
1252,1663,83131,10890
1253,1665,118689,1281
1254,1667,119592,9770
1255,1670,120490,14905
1256,1671,119527,14583
1257,1672,119978,11975
1258,1673,118749,4995
1259,1674,90329,9281
1260,1675,119365,45928
1261,1676,120201,563
1262,1677,118901,61337
1263,1678,107282,19931
1264,1679,118836,31535
1265,1680,120148,10215
1266,1681,119707,9823
1267,1682,120382,37165
1268,1683,120520,45609
1269,1684,119723,38904
1270,1685,116592,45565
1271,1686,119994,9407
1272,1687,119395,4824
1273,1688,118617,9444
1274,1689,120483,9414
1275,1690,118583,8078
1276,1693,118607,11831
1277,1694,118632,2895
1278,1695,123385,39177
1279,1696,118698,19601
1280,1699,118804,22797
1281,1701,118954,2639
1282,1702,119137,9574
1283,1703,119142,10371
1284,1704,119217,489
1285,1707,119303,9714
1286,1711,119668,8197
1287,1713,119715,6283
1288,1717,120082,4233
1289,1718,120222,191874
1290,1719,120255,10217
1291,1721,120338,597
1292,1722,120347,714
1293,1726,119925,9922
1294,1727,119314,547
1295,1729,119396,184
1296,1730,119485,9746
1297,1731,119718,9438
1298,1732,118715,115
1299,1733,118566,26941
1300,1734,119590,27103
1301,1735,119223,9410
1302,1739,118539,32302
1303,1746,120820,12538
1304,1747,120885,586
1305,1748,118929,2666
1306,1752,120696,11258
1307,1753,120693,9490
1308,1754,119099,9411
1309,1755,120122,25719
1310,1757,112913,11220
1311,1759,119815,21253
1312,1760,120185,6116
1313,1762,118956,9457
1314,1767,119734,39424
1315,1769,120008,11702
1316,1770,120594,2923
1317,1771,119784,12238
1318,1772,118747,11568
1319,1777,120888,11003
1320,1779,120184,10153
1321,1783,120782,30949
1322,1784,119822,2898
1323,1785,99939,9558
1324,1791,119594,26269
1325,1792,120873,11808
1326,1793,120491,6970
1327,1794,119574,47452
1328,1797,120661,21736
1329,1798,118744,17941
1330,1799,120241,10668
1331,1801,120744,9313
